일자,언론사,제목,특성추출(가중치순 상위 50개),URL
2022-07-01,파이낸셜뉴스,"대한항공 ‘다시, 함께, 날아’ 캠페인.. 직원들 새 유니폼 입는다","대한항공,직원들,국내선,상업자,인천공항,엔데믹,밀라노,항공권,코로나19,고객들,제휴사,흰색,청자색,진청색,업종별,신세계,라스베이거스,보딩패스,현대카드사,비엔나,신용카드,달간",http://www.fnnews.com/news/202207010835273796
2022-07-01,헤럴드경제,"현대카드-대한항공, ‘대한항공카드’ 디자인 기반 유니폼 제작 협업","대한항공,대한항공카드,현대카드,청자색,디자,엔데믹,shirt,pique,캠페인명,fly,흰색,진청색,홈페이지,캘리그라피,피케,정체성,탑승권,pass,승무원,endemic,직원들,유니폼,디자인,직원,제작,출국,특별,협업,색상,이벤트,캠페인",http://biz.heraldcorp.com/view.php?ud=20220701000097
2022-07-02,세계일보,사상 최대 무역적자 퍼펙트 스톰 오나 [한강로 경제브리핑],"대한항공,상반기,무역수지,신한금융,수출액,상승률,코스피,인플레이션,가능성,적자폭,카디프손보,퍼펙트스톰,청자색,자회사,금감원장,신한ez손해보험",http://www.segye.com/content/html/2022/07/01/20220701516613.html
2022-07-02,세계일보,"대한항공, 특별 유니폼 입고 ‘다시, 함께, 날아‘ 이벤트","대한항공,직원들,인천공항,감염병,흰색,풍토병,청자색,엔데믹,진청색,신세계,항공여행,보딩패스,코로나19,현대카드사,앞면,관계자,유니폼,캠페인,공항,직원,접객,디자인,여행,고객,특별,색상,근무,업무,착용,전환,시대,제작",http://www.segye.com/content/html/2022/07/01/20220701508849.html
2022-07-02,세계일보,"현대카드, '대한항공 직원용 특별 유니폼' 만든다","대한항공,청자색,캘리그라피,pass,진청색,탑승권,흰색,승무원,현대카드,fly,직원들,유니폼,디자인,특별,카드,색상,직원,객실,이름,캠페인,후면,가지,응용,참여,공항,근무,활용,제작,전면,예정",http://www.segye.com/content/html/2022/07/01/20220701508630.html
2022-07-03,YTN,6월 국제선 여객 수 100만 명 넘어...코로나19 이후 처음,"코로나19,국제선,홈페이지,항공정보포털,국토교통부,항공사들,유럽,128만,항공사,미주,아시아나,460만,교통부,대한항공,100만,ytn,운항,항공,여객,증가,해제,전면,노선,국토,확대,예정,중심,규제,회복,집계,정보,사태",https://www.ytn.co.kr/_ln/0102_202207032220164117
2022-07-03,중부일보,"대한항공, 코로나19 엔데믹 맞아 기념 캠페인 실시","대한항공,국내선,엔데믹,코로나19,직원들,상업자,인천공항,밀라노,항공권,혹서기,고객들,제휴사,업종별,진청색,청자색,보딩패스",www.joongboo.com/news/articleView.html?idxno=363548578
2022-07-03,MBC,6월 국제선 여객 100만 명 돌파 운항 확대,"국제선,100만,코로나19,미주,아시아나항공,유럽,부정기편,대한항공,부정기,교통부,128만,정상화,운항,여객,항공,증가,통계,대비,사태,정책,확대,시설,인력,부족,검역,회복,노선,공항,이달",https://imnews.imbc.com/replay/2022/nw1200/article/6384482_35715.html
2022-07-03,YTN,6월 국제선 여객 수 100만 명 넘어...코로나19 이후 처음,"코로나19,국제선,홈페이지,항공정보포털,국토교통부,항공사들,유럽,128만,항공사,미주,아시아나,460만,교통부,대한항공,100만,ytn,운항,항공,여객,증가,해제,전면,노선,국토,확대,예정,중심,규제,회복,집계,정보,사태",https://www.ytn.co.kr/_ln/0102_202207031107433842
2022-07-03,아주경제,​중국 입국절차 간소화...12시간 前 신속항원검사도 폐지,"중국,베이징,입국자,코로나19,pcr,인천,한국,주한중국대사관,신속항원검사,아시아나항공,위챗,대한항공",https://www.ajunews.com/view/20220703094615358
2022-07-04,중앙일보,국제선 늘었다는데 조종사 승무원 절반은 “여전히 휴직중”,"코로나19,항공사,승무원,국제선,대한항공,조종사,저비용항공사,공급량,운항률,부기장,아시아나항공,회복세,박상모,lcc,일본,김영호,삼성증권,항공권,중앙일보",https://www.joongang.co.kr/article/25084303
2022-07-04,중앙일보,"대구엔 오고, 부산선 떠나나...저가항공사 때문에 울고 웃는 지자체","항공사,티웨이항공,부산,대구,대구시,에어부산,대한항공,대구공항,아시아나항공,대구경북통합신공항,부산시,저가항공사,저비용항공사,서울,인천,진에어,관계자,대구국제공항,홍준표",https://www.joongang.co.kr/article/25084276
2022-07-04,파이낸셜뉴스,"항공사, 하반기 실적 날아오를까... 월 국제선 여객수 100만 돌파","인천,아시아나항공,항공사,4회,국제선,대한항공,영업손실,3회,5회,국토부,7회,에프앤가이드,제주항공,18억,재운항,항공사들,100만,lcc,방콕,인천공항,휴직자",http://www.fnnews.com/news/202207041815345342
2022-07-05,아시아경제,대한항공 조종사노조 조합원투표 '10% 임금인상안' 부결,"대한항공,조종사,조합원,팬데믹,코로나19,잠정합의안,반대표,노동조합,조합원투표,찬성표,집행부,조합원들,임금인상안,인상안,vs,임금,노조,인상",https://view.asiae.co.kr/article/2022070517214522771
2022-07-05,헤럴드경제,대한항공 조종사노조 임금협상 부결 조합원 반대 58%,"대한항공,조종사노조,조합원,조종사,합의안,집행부,잠정합의안,일반노조,항공운수사업,사업장,단체행동,대한항공조종사노동조합,노동조합,임금,노조,협상,합의,부결,반대,찬성,인상,결과,동시,이래",http://biz.heraldcorp.com/view.php?ud=20220705000795
2022-07-05,동아일보,[단독]대한항공 조종사노조 임금인상 잠정합의안 부결,"대한항공,조종사,조종사노조,코로나,합의안,임금협상,조합원,조종사들,일반노조,승무원,코로나바이러스,만큼,미국",https://www.donga.com/news/article/all/20220705/114296418/1
2022-07-05,중앙일보,비행기 언제쯤 다시 타나 승무원 60% 아직도 휴직중,"코로나19,항공사,승무원,국제선,대한항공,저비용항공사,공급량,운항률,부기장,아시아나항공,박상모,회복세,조종사,lcc,일본,김영호,삼성증권,중앙일보,항공권",https://www.joongang.co.kr/article/25084387
2022-07-06,부산일보,[포토뉴스] ‘통합LCC 본사 사수’ 결의대회,"대한항공,부산상공회의소,조원태,부산,인천공항,항공사,국토교통부,교통부,저비용항공사,산업은행,결의대회,통합lcc,lcc,통합,사수,대회,약속,공항,지역,시민,단체,학계,국토,허브,비용,반발,지방,운항,개최,규탄,발언,결의,회장,촉구",http://www.busan.com/view/busan/view.php?code=2022070618561943876
2022-07-06,헤럴드경제,통합 LCC 본사 및 에어부산 사수 촉구 결의 범시민 규탄대회 개최,"hub,대한항공,산업은행,항공사,조원태,인천,부산,동남권,가덕신공항,국가균형발전,경영권,동남권관문공항추진위원회,lcc,국토부,정책자금,단체들,지방공항,수도권,동남,lcc본사,경쟁력",http://biz.heraldcorp.com/view.php?ud=20220706000760
2022-07-06,파이낸셜뉴스,부산 시민단체 “조원태 LCC 폭탄발언 강력 규탄”,"부산,산업은행,조원태,동남권,정책자금,시민단체,대한항공,동남,부산상공회의소,동남권관문공항추진위원회,상의홀,인천,lcc,그동안,국토교통부,시도민,위원회,규탄대회,교통부,에어부산,대형항공사,바로미터,시민운동,추진범,관문공항추진위원회,말장난",http://www.fnnews.com/news/202207061550501237
2022-07-07,전자신문,"대한항공, 기내식 신메뉴로 묵밥・메밀 비빔국수・짬뽕 추가","대한항공,묵밥,기내식,고등어조림,고객들,여름철,신메뉴,비빔국수,건강식,쌈밥,코로나19,승객들,일등석,중요시,식감,웰빙,짜장면,출발편,한국,장거리,중・,불고기,시간date,메뉴,클래스",http://www.etnews.com/20220707000276
2022-07-07,YTN,"[기업] 대한항공, '묵밥 짬뽕 메밀 비빔국수' 새 기내식 개시","대한항공,기내식,묵밥,비빔국수,코로나19,고객들,관계자,불고기,ytn,메뉴,고객,짬뽕,국수,여행,시작,욕구,변화,예정,중시,비빔,충족,건강,설명,취향,메밀,선정,중식,개시,한식",https://www.ytn.co.kr/_ln/0102_202207071722307792
2022-07-07,서울신문,"묵밥 메밀비빔국수 짬뽕 대한항공, 리오프닝 맞춰 기내식 신메뉴 3종 출시","대한항공,기내식,식감,묵밥,메밀비빔국수,3종,건강식,리오프닝,백김치,고춧가루,제육쌈밥,고객들,경제활동,메밀면,짜장면,여름철,고등어조림,중식면,한국,쌈밥,일등석,코로나19,메밀비빔,메뉴,국수,클래스,제공,서비스,메밀,짬뽕,기내,시작,심혈,출시",http://www.seoul.co.kr/news/newsView.php?id=20220707500144
2022-07-07,매일경제,"퍼스트 클래스는 역시 다르네 대한항공, 고등어조림 내놓는다","대한항공,불고기,고등어조림,기내식,백김치,여름철,셔벗,쌈밥,묵밥,식감,제육쌈밥,응고제,돼지고기,디톡스,비빔국수,신메뉴,레몬주스",http://news.mk.co.kr/newsRead.php?no=597524&year=2022
2022-07-07,내일신문,"""새 기내식으로 여행 즐거움을”","기내식,대한항공,코로나19,해외여행,고등어조림,비빔국수,3가지,묵밥,불고기,쌈밥,3종,관계자,메뉴,여행,고객,시작,기간,대표,추구,제공,충족,승객,비빔,욕구,요구,국수,제육,지속적,변화,짬뽕,반영,중식,감동",http://www.naeil.com/news_view/?id_art=428640
2022-07-07,문화일보,"관광 유통업계, 여행 성수기 고객몰이","기내식,대한항공,신메뉴,신세계그룹,신세계면세점,성수기,탑승권,장거리,비빔국수,감염병,디톡스,묵밥,물놀이,풍토병화,기획전,휴가객,엔데믹,코로나,오프라인,계열사,셔벗",http://www.munhwa.com/news/view.html?no=2022070701031703355001
2022-07-07,한국경제,대한항공에 새 기내식 떴다 일등석에서만 맛볼 수 있는 간식은?,"기내식,대한항공,식감,여름철,불고기,묵밥,3종,일등석,건강식,장거리,고추가루,백김치,면류,외국인,디톡스,셔벗,쌈밥,고등어조림,짜장면,웰빙,비빔국수,클래스,제공,메뉴,메밀,짬뽕,설명,국수,비빔",https://www.hankyung.com/life/article/202207072570g
2022-07-07,디지털타임스,"대한항공, 기내식 신메뉴 3종 출시","기내식,대한항공,3종,고객들,승객들,비빔국수,고등어조림,코로나19,묵밥,관계자,3가지,회사측,쌈밥,불고기,메뉴,회사,출시,대표,지속,변화,욕구,고객,충족,추구,시작,여행,승객,비빔,제공,제육,요구,국수,소개,지속적,반영,중식,짬뽕,자리",http://www.dt.co.kr/contents.html?article_no=2022070702109932031004&ref=jeadan
2022-07-07,조선일보,"돌아온 기내식, 묵밥 비빔국수 짬뽕도 등장... 대한항공 이달 선보여","대한항공,기내식,묵밥,식감,여름철,코로나,3종,불고기,국제선,고객들,건강식,비빔국수,승객들,셔벗,디톡스,청량감,중요시,고등어조림,출발편,장거리,웰빙,일등석,쌈밥,항공사",https://www.chosun.com/economy/industry-company/2022/07/07/X3UWUL56WVHJRFMXW7TPS3TRGA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-07-07,파이낸셜뉴스,"대한항공, 기내식 신메뉴 3종 호응.. ""새 메뉴 지속 개발""","대한항공,기내식,식감,묵밥,불고기,3종,여름철,고객들,건강식,비빔국수,고추가루,승객들,셔벗,디톡스,백김치,청량감,중요시,선호도",http://www.fnnews.com/news/202207070805310535
2022-07-07,한국경제,묵밥 짬뽕 메밀 비빔국수 대한항공이 선보인 新기내식,"대한항공,식감,기내식,묵밥,셔벗,여름철,고객들,비빔국수,3종,불고기,응고제,건강식,디톡스,고추가루,승객들,백김치,사람들,레몬주스,중요시",https://www.hankyung.com/economy/article/202207072240i
2022-07-07,매일경제,"""기내식 신메뉴 3종으로 하늘길 고객 입맛 사로잡는다""","대한항공,기내식,식감,묵밥,고객들,고등어조림,3종,셔벗,여름철,신메뉴,불고기,응고제,건강식,쌈밥,디톡스,비빔국수",http://news.mk.co.kr/newsRead.php?no=596227&year=2022
2022-07-07,부산일보,"대한항공, 묵밥 등 새 기내식 선보여 티웨이항공은 추석 연휴 항공권 판매 개시","대한항공,묵밥,티웨이항공,제주,기내식,항공권,인천,국제선,국내선,식감,광주,리오프닝,셔벗,여름철,불고기,승객들,건강식,대구,다낭,디톡스,비빔국수,홈페이지",http://www.busan.com/view/busan/view.php?code=2022070709561225463
2022-07-07,헤럴드경제,"하늘에서 먹는 묵밥 짬뽕의 맛은? 대한항공, 기내식 신메뉴 공개","대한항공,기내식,묵밥,신메뉴,식감,여름철,쌈밥,불고기,3종,건강식,비빔국수,장거리,승객들,디톡스,셔벗,백김치,사람들,중식면,포만감,출발편,관계자",http://biz.heraldcorp.com/view.php?ud=20220707000241
2022-07-07,서울경제,‘기내식 먹어본지가 언제?’ 대한항공 신메뉴 '3종세트’로 여행객 유혹,"대한항공,식감,일등석,기내식,묵밥,3종,고등어조림,여름철,신메뉴,불고기,건강식,고객들,프레스티지석,고추가루,셔벗,디톡스,백김치,청량감,중요시,제육쌈,여행객,면류,제육쌈밥에,선호도",http://www.sedaily.com/NewsView/268FHLZMJZ
2022-07-07,아시아경제,"대한항공 ""기내식 신메뉴 3종으로 하늘길 고객 입맛 충족""","기내식,대한항공,식감,묵밥,3종,여름철,고객들,건강식,비빔국수,고추가루,백김치,디톡스,셔벗,중요시,면류,회사측,고등어조림,선호도",https://view.asiae.co.kr/article/2022070709571769917
2022-07-08,파이낸셜뉴스,현대카드 ‘MY COMPANY ONE’ ‘MY COMPANY TWO’ 공개,"마이컴퍼니,현대카드,mc,이용액,대한항공,신용카드,법인리워드,company,베이직,중소형,대형법인,리워드,회사명,연회비,2종,흰색,홈페이지,다양화,선택권,항공사,개인명",http://www.fnnews.com/news/202207081138392899
2022-07-08,헤럴드경제,"대한항공, 18년 연속 ‘글로벌 고객 만족도 1위’","만족도,대한항공,항공유,수하물,항공기,1위,항공사,국토부,원호연,미국,기내식,글로벌경영협회,이용자",http://biz.heraldcorp.com/view.php?ud=20220708000379
2022-07-08,동아일보,"대한항공, 글로벌 고객만족도 18년 연속 1위","대한항공,만족도,1위,항공사,코로나19,수하물,항공기,소비자,항공유,기내식,고객만족도,우수기업,항공여객운송서비스부문,시상서,오스카상,코로나",https://www.donga.com/news/article/all/20220708/114354099/1
2022-07-08,서울경제,18년째 사랑받는 대한항공 글로벌 고객만족도 또 1위,"대한항공,코로나19,항공기,만족도,항공사,1위,항공유,수하물,시상식,고객만족도,기내식",http://www.sedaily.com/NewsView/268FWNDUKP
2022-07-08,부산일보,법카도 혜택 현대카드 '마이컴퍼니' 출시,"마이컴퍼니,현대카드,mc,대한항공,법인카드,항공사,차별화,4가지,다양화,베이직,법인고객들,개인카드,홈페이지,관계자,법카,company,법인,카드,혜택,출시,고객,업계,상품,개인,업무,디자인,플레이트,특징,선택,마일리지,제공,차별,혁신",http://www.busan.com/view/busan/view.php?code=2022070809202774442
2022-07-08,전자신문,"현대카드, 법인 대상 '마이컴퍼니' 2종 출시","마이컴퍼니,대한항공,이용액,현대카드,신용카드,2종,법인리워드,리워드,홈페이지,대형법인,연회비,차별화,크래딧,법인고객,중소형,개인카드,항공사,관계자,개인명,법인카드,아시아나항공",http://www.etnews.com/20220708000056
2022-07-08,헤럴드경제,"대한항공, 18년 연속 글로벌 고객 만족도 1위 항공사 선정","대한항공,만족도,항공기,코로나,항공사,1위,항공유,수하물,국토부,미국,기내식,고객들,글로벌경영협회",http://biz.heraldcorp.com/view.php?ud=20220708000140
2022-07-08,아시아경제,"대한항공, 글로벌 고객만족도 18년 연속 1위","대한항공,만족도,코로나,항공기,1위,항공사,항공유,수하물,코로나19,국토부,글로벌고객만족도,미국,글로벌경영협회,기내식",https://view.asiae.co.kr/article/2022070809105523814
2022-07-08,파이낸셜뉴스,"대한항공, 글로벌고객만족도 18년 연속 1위","대한항공,코로나,만족도,항공기,1위,항공사,항공유,글로벌고객만족도,수하물,국토부,미국,기내식,고객들",http://www.fnnews.com/news/202207080812265867
2022-07-08,디지털타임스,"맥주부터 골프용품까지 활기 되찾은 항공사들, 굿즈 마케팅 `활활`","굿즈,라거,제주항공,스타벅스,항공사,볼마커,온라인,코리아,아시아나항공,골프공,구명조끼,항공업계,대한항공,국제선,제주,아시아나,브루어스,선불식,관계자,만큼,항공사들,항공업",http://www.dt.co.kr/contents.html?article_no=2022070802109932031001&ref=jeadan
2022-07-08,서울신문,"대한항공, 글로벌 고객만족도 18년 연속 1위","대한항공,만족도,1위,코로나,항공사,수하물,항공기,국토부,기내식,미국,고객들,이용자",http://www.seoul.co.kr/news/newsView.php?id=20220708500022
2022-07-09,세계일보,"대한항공, 글로벌 고객만족도 1위 티웨이항공은 LCC 1위","대한항공,1위,만족도,코로나,코로나19,시상식,항공사,티웨이항공,항공기,기내식,lcc,고객만족도,우수기업,디지털화,계절별,활성화,저비용항공,고객들,정상화",http://www.segye.com/content/html/2022/07/08/20220708506659.html
2022-07-10,매일경제,"""엔진에 불꽃이"" 이스탄불發 대한항공 공포의 2시간","대한항공,항공기,바쿠,이스탄불,인천공항,승무원,국제공항,승객들,불꽃,여객기,임시편,아제르바이잔,a330,구명조끼",http://news.mk.co.kr/newsRead.php?no=606038&year=2022
2022-07-10,OBS,이스탄불 출발 대한항공 여객기 기체 결함으로 비상 착륙,"여객기,대한항공,아제르바이잔,2백,튀르키예,기체결함,인천,이스탄불,바쿠,대한항공측,ke,ke9956편,기체,착륙,결함,출발,공항,인근,비상,진동,감지,엔진,이륙,사람",http://www.obsnews.co.kr/news/articleView.html?idxno=1359165
2022-07-10,YTN,"""엔진 불꽃 튀고 창가 열기까지""...'엔진 결함' 대한항공 여객기 아제르바이잔 비상착륙","대한항공,불꽃,항공편,승객들,여객기,아제르바이젠,인천,차유정,오른쪽,아제르바이잔,바쿠,튀르키에,승무원,승무원들,정비사,블루스크린,튀르키예,정비사들,목적지,김대건,a330,ytn,시간date,2백,승객,엔진,공항,착륙",https://www.ytn.co.kr/_ln/0103_202207101612333789
2022-07-10,국민일보,"튀르키예에서 이륙한 대한항공 여객기, ‘엔진 결함’으로 긴급 착륙","대한항공,이스탄불,인천공항,아제르바이잔,임시편,승객들,바쿠공항,인천,바쿠,여객기,30여분,승무원,튀르키예,목적지,오른쪽,탑승객,검역소,항공기,조업자",https://news.kmib.co.kr/article/view.asp?arcid=0017262294&code=61141111&cp=kd
2022-07-10,KBS,튀르키예발 대한항공 여객기 비상착륙 “엔진 이상 감지”,"대한항공,여객기,아제르바이잔,승무원,한국,승객들,시간date,항공편,바쿠공항,비상착륙,아제르바이젠,튀르키예,이스탄불,불꽃,인천공항,인천행,신현욱,바쿠,오른쪽",https://news.kbs.co.kr/news/view.do?ncd=5505763&amp;ref=DA
2022-07-10,한국경제,대한항공 여객기 '공포의 비상착륙',"대한항공,항공기,바쿠공항,이스탄불,승객들,인천공항,여객기,임시편,오른쪽,ke9956편,a330,한국,소방차,비상착륙,불꽃,승무원,조업사,튀르키예,터키,아제르바이잔,소식통,ke,목적지,탑승객",https://www.hankyung.com/economy/article/2022071083101
2022-07-10,YTN,[자막뉴스] 출발 1시 반 후 엔진에서...대한항공 여객기 비상착륙,"대한항공,불꽃,항공편,여객기,승객들,오른쪽,바쿠,자막뉴스,황현정,이은경,영상편집,시청자,승무원,승무원들,정비사,블루스크린,튀르키예,정비사들,화면제공,목적지,인천,김대건,아제르바이젠,비상착륙,박해진,a330,시간date,승객,엔진,공항,착륙",https://www.ytn.co.kr/_ln/0134_202207101729591035
2022-07-10,헤럴드경제,215명 탑승한 이스탄불發 대한항공 여객기 긴급 착륙 엔진 결함,"대한항공,인천공항,항공기,바쿠,이스탄불,승객들,임시편,pcr,오른쪽,국제공항,정비사,알리예프,아제르바이잔,운항중,여객기",http://biz.heraldcorp.com/view.php?ud=20220710000234
2022-07-10,SBS,"""엔진서 불꽃 튀고 기울었다"" 대한항공 여객기 비상착륙","대한항공,여객기,탑승객,오른쪽,바쿠공항,비행기,김대건,승객들,인천공항,튀르키예,승무원,이경원,불꽃,인천행,김종미,임찬혁,영상편집,항공기,아제르바이잔,터키,정비인력,화장실,화면제공,이스탄불,임시편,한국",https://news.sbs.co.kr/news/endPage.do?news_id=N1006817490&plink=ORI&cooper=ETC
2022-07-10,MBC,"""팡! 소리와 함께 기체 마구 흔들려"" 대한항공 여객기 긴급 착륙","여객기,대한항공,승객들,김대건,아제르바이잔,튀르키예,이스탄불,항공기,불꽃,승무원,오른쪽,바쿠,유튜브,한국인,신고서,영상편집,탑승객,홍신영,목적지,류다예,안전벨트,시청자,구명조끼,옆자리,앞좌석,영상제공",https://imnews.imbc.com/replay/2022/nwdesk/article/6386728_35744.html
2022-07-10,경향신문,[여적] 비상착륙,"에어버스,대한항공,비행기,조종사,설리,허드슨강,여객기,캐세이퍼시픽,비상착륙,튀르키예,뉴욕,승무원,활주로,항공기,아제르바이잔,바쿠,첵랍콕,홍콩,380여명,증가세,48건,구명조끼",https://www.khan.co.kr/opinion/yeojeok/article/202207102035005
2022-07-10,경향신문,대한항공 여객기 엔진 결함 비상 착륙 승객 “창밖서 불꽃”,"대한항공,여객기,이스탄불,항공기,인천공항,아제르바이잔,오른쪽,바쿠,국제공항,탑승객,승무원",https://www.khan.co.kr/national/national-general/article/202207102112005
2022-07-10,KBS,튀르키예발 대한항공 여객기 비상착륙 “엔진 이상 감지”,"대한항공,여객기,승객들,튀르키예,분들,바쿠공항,한국,대체항공편,인천공항,탑승자,이스탄불,바쿠,인천,2백,오른쪽,영상편집,임시편,기잡,신현욱,다들,현지호텔,디스코팡팡,한국시각,튀르키예발,김대건,이성희,항공편,아제르바이잔",https://news.kbs.co.kr/news/view.do?ncd=5505797&amp;ref=DA
2022-07-10,동아일보,[영상]튀르키예 발 대한항공 여객기 엔진 이상으로 인근 공항에 비상착륙,"대한항공,여객기,바쿠,인천국제공항,이스탄불,승객들,승무원,50여분,pcr,국제공항,튀르키예,항공기,아제르바이잔,임시편,탑승객,알리예프",https://www.donga.com/news/article/all/20220710/114376523/1
2022-07-10,조선일보,“엔진에 불꽃” 비상착륙... 225명 탄 대한항공기 ‘공포의 2시간’,"대한항공,승객들,항공기,아제르바이잔,불꽃,오른쪽,비상착륙,비행기,바쿠,승무원,유럽,항공편,임시편,인천,한국,알리예프,휘트니사,미국,중앙아시아,ke,인천공항행",https://www.chosun.com/national/2022/07/10/4UTAO5YQLZEHVHXB3VG5JUWX6Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
2022-07-10,YTN,"""엔진 불꽃 튀고 창가 열기까지""...'엔진 결함' 대한항공 여객기 아제르바이잔 비상착륙","대한항공,불꽃,항공편,승객들,여객기,아제르바이젠,인천,차유정,오른쪽,아제르바이잔,바쿠,튀르키에,승무원,승무원들,정비사,블루스크린,튀르키예,정비사들,목적지,김대건,a330,ytn,시간date,2백,승객,엔진,공항,착륙",https://www.ytn.co.kr/_ln/0103_202207102228506184
2022-07-10,서울경제,"""엔진에 불꽃 일었다"" 이스탄불發 대한항공 여객기 긴급 착륙","대한항공,항공기,바쿠,이스탄불,인천공항,승객들,아제르바이잔,여객기,국제공항,승무원,불꽃,임시편,ke9956편,ke",http://www.sedaily.com/NewsView/268GVNBBLB
2022-07-10,경향신문,대한항공 이스탄불 출발 여객기 엔진결함으로 비상착륙..승객 215명 내일 오전 9시 대체편으로 입국,"대한항공,여객기,항공기,이스탄불,인천공항,오른쪽,대체편,pcr,바쿠,아제르바이잔,국제공항,승객들,임시편,알리예프",https://www.khan.co.kr/economy/economy-general/article/202207101051001
2022-07-10,경향신문,"“엔진에서 불꽃, 진동 소음”  대항항공 여객기, 아제르바이잔 긴급착륙","대한항공,항공기,인천공항,이스탄불,승객들,국제공항,바쿠,아제르바이잔,여객기,오른쪽,임시편,30여분,알리예프,긴급착륙,불꽃,a330",https://www.khan.co.kr/economy/industry-trade/article/202207101027001
2022-07-10,강원일보,"""스마트폰에 유서 쓰고, 어머니와 누나 손 잡고 있었다"" '엔진결함' 대한항공 승객 공포에 떨어","대한항공,항공기,인천공항,승객들,탑승객,이스탄불,바쿠,임시편,여객기,오른쪽,pcr,아제르바이잔,엔진결",http://www.kwnews.co.kr/page/view/2022071013050596634
2022-07-10,YTN,대한항공 여객기 기체 결함으로 비상 착륙...승객 200여 명 불편,"비상착륙,대한항공,여객기,튀르키예,인천국제공항,오른쪽,바쿠,아제르바이잔,인천,항공편,승객들,200여,ytn,승객,결함,예정,불편,엔진,공항,보상,추후,이륙,날개,비상,착륙,계획,마련,차례,진동,소리,방안,설명,조사,출발",https://www.ytn.co.kr/_ln/0103_202207100612416719
